Task;pddlHasTypes;pddlMarksTotalNumActions;pddlMaxNegationsPerEffect;pddlMaxParamsPerPredicate;pddlMaxPredicatesPerEffect;pddlMaxPredicatesPerPrecondition;pddlMeanNegationsPerEffect;pddlMeanParamsPerPredicate;pddlMeanPredicatesPerEffect;pddlMeanPredicatesPerPrecondition;pddlMinNegationsPerEffect;pddlMinParamsPerPredicate;pddlMinPredicatesPerEffect;pddlMinPredicatesPerPrecondition;pddlNumActions;pddlNumConstants;pddlNumConstantsAndObjects;pddlNumEqualityInitialConditions;pddlNumFunctionAssignmentsInInitialConditions;pddlNumGoals;pddlNumInitialConditions;pddlNumObjects;pddlNumPredicates;pddlNumTypes;pddlRatioActionsWithNegativeEffectsOverActions;pddlRequiresADL;pddlRequiresActionCosts;pddlRequiresConditionalEffects;pddlRequiresConstraints;pddlRequiresContinuousEffects;pddlRequiresDerivedPredicates;pddlRequiresDisjunctivePreconditions;pddlRequiresDomainAxioms;pddlRequiresDurationInequalities;pddlRequiresDurativeActions;pddlRequiresEquality;pddlRequiresExistentialPreconditions;pddlRequiresFluents;pddlRequiresNegation;pddlRequiresNegativePreconditions;pddlRequiresNumericFluents;pddlRequiresObjectFluents;pddlRequiresPreferences;pddlRequiresQuantifiedPreconditions;pddlRequiresSafetyConstraints;pddlRequiresStrips;pddlRequiresTimedInitialLiterals;pddlRequiresTyping;pddlRequiresUniversalPreconditions
agricola-strips:1-p08.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;110;110;8;1;388;70;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:1-p09.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;114;114;9;1;439;74;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:1-p10.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;116;116;9;1;443;76;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:1-p19.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;108;108;7;1;345;68;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:1-p20.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;116;116;9;1;443;76;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:1-p29.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;114;114;10;1;486;74;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:1-p30.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;116;116;10;1;490;76;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p06.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;108;108;9;1;427;68;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p07.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;110;110;9;1;431;70;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p08.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;112;112;9;1;435;72;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p09.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;114;114;9;1;439;74;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p10.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;116;116;9;1;443;76;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p11.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;80;80;4;2;252;40;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p12.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;83;83;4;2;259;43;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p13.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;86;86;4;2;266;46;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p14.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;90;90;5;2;274;50;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
agricola-strips:3-p15.pddl;1;22;5;3;18;10;2.36363636364;1.34375;5.13636363636;6.31818181818;1;0;2;1;22;40;92;92;5;2;278;52;32;18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
airport-adl:0-p07-airport2-p2.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;45;45;0;2;195;45;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p13-airport3-p2.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;49;49;0;2;225;49;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p18-airport3-p6.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;53;53;0;6;264;53;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p20-airport3-p7.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;54;54;0;7;271;54;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p22-airport4halfMUC-p3.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;308;308;0;3;1546;308;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p23-airport4halfMUC-p4.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;309;309;0;4;1553;309;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p24-airport4halfMUC-p4.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;309;309;0;4;1560;309;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p25-airport4halfMUC-p5.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;310;310;0;5;1570;310;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p26-airport4halfMUC-p6.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;311;311;0;6;1577;311;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p27-airport4halfMUC-p6.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;311;311;0;6;1584;311;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p28-airport4halfMUC-p7.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;312;312;0;7;1594;312;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p29-airport4halfMUC-p8.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;313;313;0;8;1601;313;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p30-airport4halfMUC-p8.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;313;313;0;8;1608;313;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p31-airport4halfMUC-p9.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;314;314;0;9;1618;314;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p32-airport4halfMUC-p10.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;315;315;0;10;1625;315;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p33-airport4halfMUC-p10.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;315;315;0;10;1630;315;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p34-airport4halfMUC-p11.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;316;316;0;11;1637;316;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p35-airport4halfMUC-p12.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;317;317;0;12;1644;317;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p37-airport5MUC-p3.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;463;463;0;3;2246;463;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p39-airport5MUC-p4.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;464;464;0;4;2262;464;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p40-airport5MUC-p4.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;464;464;0;4;2255;464;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p41-airport5MUC-p4.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;464;464;0;4;2248;464;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p42-airport5MUC-p5.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;465;465;0;5;2271;465;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p43-airport5MUC-p5.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;465;465;0;5;2260;465;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p44-airport5MUC-p5.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;465;465;0;5;2266;465;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p45-airport5MUC-p6.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;466;466;0;6;2273;466;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p46-airport5MUC-p6.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;466;466;0;6;2276;466;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p47-airport5MUC-p8.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;468;468;0;8;2301;468;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p48-airport5MUC-p9.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;469;469;0;9;2328;469;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-adl:0-p49-airport5MUC-p10.pddl;1;5;5;4;10;9;3.4;2.2;6.0;5.0;1;1;2;1;5;0;470;470;0;10;2329;470;15;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
airport-strips:0-p02.pddl;1;953;15;2;30;17;3.70828961175;1.66666666667;7.41448058762;5.05351521511;1;1;2;2;953;310;310;310;0;3;1220;0;12;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
airport-strips:0-p03.pddl;1;953;15;2;30;18;3.70828961175;1.66666666667;7.41448058762;5.38614900315;1;1;2;2;953;311;311;311;0;4;1526;0;12;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
airport-strips:0-p04.pddl;1;959;15;2;30;18;3.72054223149;1.66666666667;7.43899895725;5.40875912409;1;1;2;2;959;311;311;311;0;4;1526;0;12;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
airport-strips:0-p05.pddl;1;959;15;2;30;19;3.72054223149;1.66666666667;7.43899895725;5.74556830031;1;1;2;2;959;312;312;312;0;5;1832;0;12;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
airport-strips:0-p06.pddl;1;959;15;2;30;20;3.72054223149;1.66666666667;7.43899895725;6.08237747654;1;1;2;2;959;313;313;313;0;6;2138;0;12;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
airport-strips:0-p07.pddl;1;965;15;2;30;20;3.73264248705;1.66666666667;7.46321243523;6.11295336788;1;1;2;2;965;313;313;313;0;6;2138;0;12;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
airport-strips:0-p08.pddl;1;965;15;2;30;21;3.73264248705;1.66666666667;7.46321243523;6.45388601036;1;1;2;2;965;314;314;314;0;7;2444;0;12;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
airport-strips:0-p09.pddl;1;965;15;2;30;22;3.73264248705;1.66666666667;7.46321243523;6.79481865285;1;1;2;2;965;315;315;315;0;8;2750;0;12;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
